,AP1,FD,LFY,TFL1a,TFL1c,days
0,114.74273101271525,51.95387569050615,36.93085562070344,3.7215957945929437,16.054697326834592,32.0
1,1.4545727733302618,10.54790141730556,152.7097756086191,65.87249313687343,24.305865132688737,22.0
2,22.435490600036317,46.562494186255584,12.713964463042005,4.430930201168618,34.47673511052848,25.0
3,246.83569516340086,42.59543835890839,60.172780181066834,11.423182367451773,29.755672399033735,32.0
4,47.079085525314476,82.4655847971645,43.73397215835111,0.6996720762318193,12.9874548224337,30.0
5,0.47527506705740974,18.749774083676037,32.403178276385134,6.698367265612813,20.132508960352567,11.0
6,6.775949022017544,62.15420581538422,196.43505601079448,44.223131643650134,28.11234290409036,20.0
7,0.0,16.45820040970147,53.3475744391568,39.142986482594246,18.35806418509273,13.0
8,18.33601244846097,44.46270100399493,262.929414256823,21.299434166506177,80.26203109951253,22.0
9,6.737911258468346,67.93993799181494,2.6873578368264823,18.1906801714387,3.0760435799086903,25.0
10,6.157278218519339,3.4050081498388565,9.230324316674373,5.60441652219672,26.394699703011334,25.0
11,16.668305362869518,70.70248103460804,76.77969200741856,21.369900327839414,74.70801833814305,31.0
12,0.0,16.828033208610616,18.816017745779305,31.184819465757933,27.734288096849866,15.0
13,13.445150481394666,70.17839029037694,157.6393708228277,35.58855881261346,20.400805046214646,31.0
14,216.09501160254717,23.87150267294722,76.45697393466457,30.732046154217898,11.9868553918135,32.0
15,0.7706286889731657,79.8588511508376,64.41331997272665,18.575477427331712,4.924942983828343,11.0
16,65.19322252308689,34.6512420109351,58.304584144778836,3.218548088290584,33.646408245768754,28.0
17,6.873654056771493,141.6293928664765,377.43832325364906,11.050498201171692,33.76972965673704,22.0
18,1.0410943757467623,25.318586742180713,40.1846154047584,25.113032795568003,9.257985953633609,11.0
19,2.0386096024590596,52.66341716544442,123.86727407170292,17.609418436271213,8.137376856842359,11.0
20,6.78934638869033,145.88756741220865,245.6197622817873,37.927770443065064,78.90201489875457,19.0
21,453.83382811907586,79.67690683347834,204.5217592320124,11.435094542916918,7.570465413119241,34.0
22,10.879054341373354,6.840391223852571,12.628387394190035,15.656926769102814,23.6429096698517,31.0
23,0.0,8.17019778223673,207.95505741497317,19.39713304947095,13.31679224055435,15.0
24,30.69699390095508,67.58566653632239,5.0729825693656725,23.997068487918362,23.09504849715634,25.0
25,7.6241856103298655,32.801114331910725,268.0920918673316,46.13666136477123,31.791899658732156,20.0
26,7.151140530710579,67.4627650862276,308.26980061634606,34.56594694507414,36.11526532784288,20.0
27,8.042287002435035,19.563242289282222,45.543649982957106,98.08657452967276,59.808771120414036,22.0
28,40.92335423625131,34.854843178387824,15.272956047529329,27.84463377232966,20.729430691505282,32.0
29,0.0,30.909675420916557,206.38865588511192,4.214446279103971,35.100859312351815,15.0
30,2.0042829477030253,161.07753847234972,332.7859459612509,25.378609399148488,77.49415128859792,22.0
31,9.452583742536158,44.04481420874391,473.5442901123352,39.60791448115619,0.7305871122937226,19.0
32,0.9522718274561085,35.06495099595767,114.85283221778175,5.446658506065976,3.1400395453926446,11.0
33,0.0,71.77095131569345,0.4247466037621379,1.7032803321629686,10.752997634334221,13.0
34,138.359458796348,35.28832464479035,41.08732623381056,11.817857652730156,5.849022330852071,32.0
35,5.8971706634892325,13.86675842168706,438.47710122535045,24.2668960389382,8.179744841315799,20.0
36,41.19701882363923,39.064174093386534,103.31287935227309,13.63804632165353,4.33905568021923,32.0
37,90.91408495123775,35.93765065209434,75.4484946030476,21.510740105982723,16.029186235974855,32.0
38,19.82543062983538,43.27748835778742,12.1571747285983,22.31987798626951,29.81150650862786,25.0
39,30.070276361224217,47.80025926875955,29.99401830637829,14.483033738631033,16.022283882824077,28.0
40,0.0,39.122267406596954,114.65422095733898,16.30698032635966,15.05203908659034,15.0
41,6.024971550190041,88.99506613255485,733.2496331750474,15.550087606949287,38.52939790177675,19.0
42,17.690656738608155,7.90677873008466,4.850803166121331,9.097374352205312,5.496676612927606,25.0
43,3.1768466364987042,49.282110461889715,32.590238273324566,35.73410749685964,9.893293406273148,20.0
