9,15.862,2.2288626200298083
11,14.804,2.726000000000001
13,15.285,2.2288626200298083
15,19.238,3.164999999999999
17,24.466,4.702999999999999
19,25.65,2.154
22,40.503,9.802
25,15.267,2.2288626200298083
28,19.571,2.2288626200298083
31,22.599,2.2288626200298083
34,26.551,2.2288626200298083
37,14.678,2.2288626200298083
40,19.993,5.362000000000002
43,14.274,4.000000000000002
