9,0,36.39
11,0,36.39
13,0,36.39
15,0,36.39
17,0,36.39
20,0,36.39
22,0,36.39
25,0,36.39
28,0,36.39
30,14,36.39
32,0,36.39
34,0,36.39
37,0,36.39
40,2,36.39
43,0,36.39
