9,22,28.28
11,37,28.28
13,63,28.28
15,140,28.28
17,113,28.28
19,181,28.28
22,127,60
25,66,28.28
28,187,40
31,72,28.28
34,150,28.28
37,82,28.28
40,103,30
43,88,28.28
