9,2,2.83
11,2,2.83
13,1,2.83
15,3,2.83
17,4,2.83
19,6,4
22,4,2.83
25,9,3
28,10,4
31,3,2.83
34,10,3
37,8,2.83
40,6,2.83
43,5,2.83
