9,8,16.91
11,11,16.91
13,29,16.91
15,60,16.91
17,50,18
20,86,16.91
22,18,16.91
25,68,19
28,37,23
30,52,24
32,16,16.91
34,62,16.91
37,34,16.91
40,116,44
43,14,16.91
