9,2,27.46
11,0,27.46
13,1,27.46
15,5,27.46
17,9,27.46
20,40,27.46
22,10,27.46
25,10,27.46
28,10,27.46
30,6,27.46
32,1,27.46
34,29,27.46
37,6,27.46
40,41,27.46
43,12,27.46
